district_id,party,cycle,coordinated_expenditures
AR-01,D,2012,24085
AZ-01,D,2012,85862
AZ-02,D,2012,79309
AZ-08,D,2012,442
AZ-09,D,2012,81279
CA-03,D,2012,87590
CA-07,D,2012,86038
CA-09,D,2012,89200
CA-10,D,2012,87554
CA-24,D,2012,89200
CA-26,D,2012,88455
CA-31,D,2012,19180
CA-36,D,2012,93812
CA-41,D,2012,73288
CA-52,D,2012,86204
CO-03,D,2012,78013
CO-06,D,2012,502
CO-07,D,2012,84464
CT-05,D,2012,86483
FL-02,D,2012,83715
FL-09,D,2012,13883
FL-10,D,2012,82500
FL-16,D,2012,82600
FL-18,D,2012,86699
FL-26,D,2012,73589
GA-12,D,2012,77855
IA-02,D,2012,85200
IA-03,D,2012,1645
IA-04,D,2012,81846
IL-08,D,2012,90260
IL-10,D,2012,88329
IL-11,D,2012,89583
IL-12,D,2012,87727
IL-13,D,2012,88024
IL-17,D,2012,88686
IN-02,D,2012,2
IN-08,D,2012,87249
KY-06,D,2012,90200
MA-06,D,2012,85407
MD-06,D,2012,88200
MI-01,D,2012,86386
MI-11,D,2012,10000
MN-08,D,2012,87095
MT-00,D,2012,179401
NC-07,D,2012,87817
NC-08,D,2012,16528
NH-01,D,2012,85200
NH-02,D,2012,85200
NJ-03,D,2012,91000
NV-02,D,2012,18779
NV-03,D,2012,88183
NV-04,D,2012,89200
NY-01,D,2012,97598
NY-09,D,2012,11807
NY-11,D,2012,74404
NY-18,D,2012,88753
NY-19,D,2012,86600
NY-21,D,2012,88158
NY-24,D,2012,88522
NY-25,D,2012,90543
NY-26,D,2012,63736
NY-27,D,2012,1
OH-06,D,2012,85720
OH-16,D,2012,89950
OK-02,D,2012,10681
OR-01,D,2012,920
OR-05,D,2012,9998
PA-08,D,2012,7500
PA-12,D,2012,88339
PA-18,D,2012,11496
RI-01,D,2012,87299
SC-07,D,2012,15931
TN-04,D,2012,90000
TX-23,D,2012,82387
UT-04,D,2012,77743
WA-01,D,2012,967
WI-07,D,2012,86200
WI-08,D,2012,86000
WV-03,D,2012,87150
-00,R,2012,280
AR-01,R,2012,12265
AZ-01,R,2012,83543
AZ-02,R,2012,70666
AZ-08,R,2012,85644
AZ-09,R,2012,85466
CA-03,R,2012,9572
CA-07,R,2012,85830
CA-09,R,2012,72532
CA-10,R,2012,82454
CA-12,R,2012,4403
CA-21,R,2012,3938
CA-24,R,2012,10107
CA-26,R,2012,4916
CA-31,R,2012,25615
CA-36,R,2012,95588
CA-41,R,2012,73000
CA-47,R,2012,85000
CA-52,R,2012,23742
CO-03,R,2012,81994
CO-06,R,2012,69533
CO-07,R,2012,84351
CT-04,R,2012,66942
CT-05,R,2012,89326
FL-02,R,2012,85000
FL-13,R,2012,2950
FL-18,R,2012,8098
FL-22,R,2012,13000
GA-12,R,2012,88508
IA-01,R,2012,80508
IA-02,R,2012,81820
IA-03,R,2012,64071
IA-04,R,2012,71381
IA-05,R,2012,8000
IL-08,R,2012,88214
IL-10,R,2012,77966
IL-11,R,2012,78516
IL-12,R,2012,77591
IL-13,R,2012,76946
IL-17,R,2012,13041
IN-02,R,2012,66620
IN-05,R,2012,532
KY-06,R,2012,84783
MA-06,R,2012,80254
MD-06,R,2012,77900
ME-02,R,2012,81200
MI-01,R,2012,72580
MI-11,R,2012,4750
MN-08,R,2012,73716
NC-07,R,2012,86399
NC-08,R,2012,84463
NH-01,R,2012,88000
NH-02,R,2012,88049
NJ-03,R,2012,81329
NV-02,R,2012,88392
NV-03,R,2012,78286
NV-04,R,2012,19212
NY-01,R,2012,75603
NY-09,R,2012,42906
NY-11,R,2012,77174
NY-18,R,2012,10383
NY-19,R,2012,85250
NY-23,R,2012,5716
NY-24,R,2012,75500
NY-25,R,2012,73567
NY-26,R,2012,7083
NY-27,R,2012,7706
OH-06,R,2012,8233
OH-14,R,2012,89863
OH-16,R,2012,76086
OR-01,R,2012,85000
PA-08,R,2012,11560
PA-12,R,2012,88262
RI-01,R,2012,89022
TN-04,R,2012,13000
TN-08,R,2012,368
TX-14,R,2012,70187
TX-23,R,2012,81007
UT-04,R,2012,8583
VA-02,R,2012,78601
WA-01,R,2012,80000
WI-07,R,2012,3000
WI-08,R,2012,6372
WV-03,R,2012,88516
